"","B_R-B2_1_5404","B_R-B3_1_5405","B_R-B4_1_5406","B_R-D5_1_5407","B_R-D6_1_5408","B_R-D7_1_5409","B_R-D8_1_5410","B_R-D9_1_5411","B_R-E1_1_5412","B_R-E2_1_5413","L_R-E3_1_5424","L_R-E4_1_5425","L_R-E5_1_5426","L_R-E6_1_5427","L_R-E7_1_5428","L_R-E8_1_5429","L_R-F2_1_5433","L_R-F3_1_5434","M_R-E9_1_5435","M_R-F1_1_5436","M_R-F2_1_5437","M_R-F2_1_5439","M_R-F3_1_5438","M_R-F3_1_5440","P_R-C1_1_5414","P_R-C2_1_5415","P_R-C3_1_5416","P_R-C4_1_5417","P_R-C5_1_5418","P_R-C6_1_5419","P_R-C7_1_5420","P_R-C8_1_5421","P_R-C9_1_5422","P_R-D1_1_5423"
"O35643",8.65094303882859,11.4253472172576,9.58196824636338,10.228081373275,11.5628373133589,18.6782275160762,10.7590146753074,12.6833821678004,11.9645847284188,6.56447020198858,2.19080156250191,2.98270562062793,3.5367373676365,1.73582921683959,1.66030764472932,2.21888677463534,2.1817186966334,2.31426423448078,0.481748073623397,0.663508546840139,1.7638914722787,2.4550239047803,NA,2.76781610560805,NA,NA,NA,NA,NA,3.3673413764678,NA,NA,NA,NA
"O35646",NA,NA,NA,NA,NA,NA,1.63211224717419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35648",4.60018189396755,1.2317838329883,2.0024805329306,3.0854178969158,2.89316318044824,3.69966046166651,2.77261577392296,2.06897331996882,NA,NA,1.12696161552956,NA,1.00823816004807,0.743956638854189,1.20588209449221,1.59687357484195,0.759304951374205,NA,0.421500593901525,1.33197763364517,1.37091641669244,3.50653332553512,2.42817175884961,2.63671779053014,2.20812244438993,0.718133557096566,0.912967328820392,0.225183338321833,NA,3.50614114546851,1.41499994353546,0.674111650980584,NA,NA
"O35654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45298695609008,NA,1.16682205109835,NA,NA,1.11833810864912,1.41374059087225,NA,1.46972166197396,0.841920568732267,0.866636114125206,2.13298751817514,2.25581333368163,1.37266000737646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35655",2.57073151178986,3.54850730874464,8.0095010749039,0.794609996462535,0.656861959148923,0.520886786997343,1.44750026272065,1.51064682094041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35657",NA,0.74093909319709,NA,NA,NA,0.307595733564177,NA,NA,NA,NA,2.11657380277081,NA,NA,0.0693147180559945,NA,NA,28.8181291630955,NA,0.623279075434248,1.1854899085603,1.30884165595977,21.1893944983839,0.885162870925176,19.3871348461379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35658",42.7952411317781,48.2420999412672,52.1515808129426,62.8316139364807,60.733245167552,115.506744109921,54.0862858592924,76.3826974045561,26.8453623216384,29.0265747132648,NA,NA,6.90635231060582,NA,NA,NA,5.67370010086897,4.25945732604325,1.20177901961335,1.94388136504823,2.86860547400794,0.873439433613662,2.77190339712804,1.55067723590466,7.88971891197964,6.93870812094713,7.51996751097362,9.13102009675704,10.7712414734078,13.2937216081756,7.27073255259064,9.39936838579215,6.23698619032177,4.0895059602932
"O35660",2.20194892473776,2.69896804091318,1.16351995184981,1.62555713138663,NA,1.96419661770849,NA,0.966042595453175,NA,5.49971638309996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07289074173269,NA,NA,NA,NA,NA,NA,NA,NA
"O35664",NA,3.42140677686974,NA,NA,NA,NA,NA,NA,NA,NA,13.754966271323,4.88052828770068,NA,3.16620197128545,NA,NA,NA,NA,0.591740173047542,NA,1.19848374217178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35668",2.99091406817526,3.1329442047222,2.46839952678314,2.13125496452475,2.31610317722474,3.83223392794473,1.840425497552,3.00110776494954,2.16992754145194,2.55470055949197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35671",3.82611221808733,5.53912389524266,2.4144837239747,NA,1.50058950167317,1.15447220252847,2.85414855124247,2.45532165582431,NA,NA,NA,1.77687037855777,NA,NA,NA,0.876361630791728,NA,0.800731572533398,1.38596159409657,2.10548341783524,2.75173195975314,11.1338275654808,6.96584705770164,2.58561172652774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35674",NA,NA,NA,NA,NA,0.456187550923918,NA,NA,NA,NA,NA,NA,0.358011393476562,NA,NA,0.725920371953565,NA,NA,NA,0.394949946967588,4.52018742969617,1.21128942571821,1.87174653616556,2.94173610430275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35678",11.8992338708324,11.9312888547207,8.33826578658856,13.3249066322073,13.8278144328788,16.3827209252875,14.9645654863095,12.3693536137527,11.9929471987829,7.53585377671965,4.14398431264169,3.13316612387975,2.7248960140921,2.71879486597429,2.72620861740759,NA,2.57404955729603,2.42747978755927,1.81657238510393,1.80840994494828,4.89211496539374,3.69324706430077,4.6624899379271,2.74347060646698,3.74637177826703,3.97585971120423,3.61586375781147,2.64288242102245,4.23853730120812,6.04495291795302,3.10062295966807,4.46429242610775,3.1258001865483,2.51760809914083
"O35680",3.88244207729515,4.90578677569445,5.92505897004277,4.21183314248044,4.24771461611245,9.38175355633348,3.45641525760938,4.4698818185768,5.37999614240739,3.01714846154308,3.14142338858073,0.494202207854742,2.59029442364997,1.90330838445594,1.84498493824372,2.05779644723886,3.75432771973171,1.89669075157137,0.587448828052169,1.80157215501426,2.06119093607893,4.12183077128595,3.08403334124026,2.18371927535437,1.43820487958911,2.73089501224862,1.3764858620948,1.74569320271604,1.50231007514109,3.0771870126694,1.82781410136606,2.57407047931733,0.575728088511717,0.260167023840182
"O35681",10.2838766361709,12.3906540559648,8.21022280645842,10.2893977740737,8.92031880879316,9.6704070823331,6.04718950218303,9.30447450560225,9.48687786744114,8.1721129001787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35682",12.3152659268877,48.1085672507672,4.01334864612128,23.8831346210902,15.2249430397021,12.6420451833582,7.34662320811345,NA,NA,10.6901792959858,NA,NA,2.82230233416083,NA,3.08788570301552,NA,3.29693003651471,NA,NA,NA,NA,3.72850897984097,NA,5.03405787541465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35684",1.8995646997618,1.04212547743984,1.09724797896194,0.948148829941515,1.13511350518455,2.3754306739523,0.81473304977589,1.5432529070144,NA,2.46282231836363,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350870476372415,NA,2.2536459247468,0.955533398892297,2.69828911513609,NA,NA,1.3391576081083,0.57458930153508,NA,2.13415324937944,0.380243383183905,NA,NA,NA
"O35685",4.3753667450169,5.19092217927053,4.15059074538851,3.69926947864713,4.68177748650931,6.9632210844247,4.56473168797237,5.94633351030086,4.35648447892267,3.93951808746433,3.1862906166047,1.04914192661931,1.4248685804973,0.85465043027328,1.21255672847512,1.327653091754,1.56250164297542,1.5516399188788,1.14375962788672,1.41441161331897,2.50278071190113,2.41954410004157,2.04056357641726,2.27627037351045,2.15694366042196,1.29271336655966,1.77284105238486,1.55069842806752,1.71584604043281,2.31133765802035,1.9167420338483,1.52424128523139,1.86652603113418,1.94777053399257
"O35691",3.18156693330952,5.27074019660551,2.97683356620153,3.01318586681701,6.69842194199124,4.78267170610362,3.87054099016633,4.69238494070809,4.30415573587006,2.57208265189852,3.05299909235478,2.76095666791781,1.01383727915383,2.36833566406409,0.342578840724699,3.09036635808222,2.1134048451538,2.27050986033586,0.76741647553625,1.26275010767081,1.95885807185907,1.94212371383646,1.94562879918371,1.76208625724614,2.99593119387972,NA,1.82348790491614,1.20014279517381,2.4888968897614,2.12994196108876,3.96201194924958,NA,2.63800941510577,0.738075026012572
"O35704",9.78699648138928,NA,2.04903772213113,1.75500752133321,3.83511483883975,3.34680466689963,1.95518444431958,2.36340255368281,NA,NA,NA,0.492873068206867,1.3011645537061,0.324078992445074,NA,1.39024430487652,2.45064009092096,NA,0.535514045353483,NA,0.151022634298678,2.66919029526317,NA,1.67375817634853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35709",NA,NA,1.61932945868836,NA,1.04059221860049,NA,0.241324648746475,1.23846946721895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35710",2.65689512163985,3.72924661240256,3.36677869422635,3.10837149456736,4.21547017743927,5.06629024147031,3.2141236047129,6.04754283109167,NA,1.68021574058172,NA,NA,NA,NA,1.32104213756696,NA,3.08540416995854,0.654824995322201,NA,1.0488155526781,2.29166996829001,2.32376755669513,1.42640795532488,1.88347239731546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35711",NA,2.9574845165926,NA,NA,7.09760198860247,3.28256214382685,NA,NA,NA,NA,1.15189663475613,0.735088621632325,1.71320075402572,NA,NA,NA,NA,1.56850694352433,NA,NA,1.02190271368994,5.44486362679389,NA,NA,17.8486194377748,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35730",2.58902964406002,3.21106127667621,2.2784482526643,3.57689660710517,1.64338958883357,3.2858305583768,2.49526911743119,3.17644900144348,NA,NA,0.985663528942006,1.47221535697878,1.12033222513944,0.797284040931948,1.15958856991247,1.58423418848684,2.81967486404008,1.84479586477622,0.190034524549564,1.37646871144506,2.96551401413485,2.1763477466749,3.21499328005474,1.7430999475692,NA,NA,0.719108810149878,2.21165760856158,1.50921534086462,1.73102717807966,0.95860323765826,1.55136381163176,2.95548059884354,2.532737629177
"O35732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21468740665698,NA,0.674538315098262,0.88798355773856,4.06815383820946,NA,1.17176057228435,NA,NA,NA,NA,0.856866409528281,NA,NA,NA,NA,NA,NA
"O35737",3.46917649020094,4.07786782459324,3.77274217911831,5.1360471113844,3.201067736802,6.30314914750946,4.19038423846193,4.7930872440804,3.18397775051505,4.19282482057023,NA,NA,2.0040970450193,NA,NA,NA,1.9231551057737,NA,0.604903625880435,1.51465534640599,1.82664860838987,1.7401248086004,2.80450744271372,2.19229134249818,2.20459109016961,NA,2.06378759949741,1.06141628640323,1.33422647596591,3.80801172193119,2.22426809876332,2.17122053775035,NA,0.346641100688637
"O35744",NA,5.13233606006943,2.07011249087946,1.26921864445694,1.86136062899191,NA,NA,NA,NA,NA,1.0983263255662,8.36254550131297,2.51363554661333,5.83203742849223,3.09191928414006,0.687660160217478,4.05659039262258,0.752518895285238,3.29465449933296,2.40556497093718,3.98947165036655,2.89732888345222,3.57193389620793,5.80445478003507,2.62448387444522,4.66512633620931,NA,4.88254829196246,0.131154957043466,3.10935533482435,3.55588457013457,NA,1.20733372365954,1.05708216682672
"O35841",3.3833388897355,3.03826921665476,3.03256449902961,5.87003118224571,3.2325411857524,4.56607562548175,3.17523302427501,5.33351495151754,3.40607277176672,2.21912414982433,NA,NA,1.30390271818513,NA,NA,NA,1.7169183660608,NA,0.47209357307548,1.28389842038582,1.68039619892152,1.8384616433714,1.53539210693367,1.69188561702785,0.588708364008807,2.10612557459138,1.11369793034773,0.955383850073575,1.16767011254921,4.68625224573428,1.145304011467,1.14674875628113,1.43514189458918,NA
"O35855",18.1624683130991,13.8019552532359,17.3750382335398,14.9113957670455,17.9016456622773,19.379684260533,14.4025720896615,9.8842873119968,7.04841490831922,19.2145845882396,4.08954406784614,3.82277506083488,6.10476030044406,2.54898271586818,4.15735699468142,NA,6.73370094829359,2.6168567484435,1.80575609985312,3.06796885498599,2.91948652741449,2.74826628517601,0.916513447258758,4.1449794892526,7.22037235616542,7.8137144664345,9.51537693989994,7.46832863413693,5.67958274736003,7.26275887872111,5.34310254800969,4.70476701670926,6.25661570168131,6.26741620888416
"O35857",7.3181132840761,9.99606901593434,8.87657075985095,5.10059037168153,7.06936919994795,9.3466555663122,6.82027811249558,10.6592767193464,6.11719454699047,5.90037468020344,NA,0.515412917958246,1.71286849243172,NA,1.89351639505923,NA,2.24218516818447,NA,0.531344039457475,1.36816859591186,1.38065280488642,1.93500936828471,1.26267908241598,2.26166823860006,2.25571346712992,1.93784382498092,2.18091777298733,2.40722392672904,2.3626383968669,2.5478564565107,2.25925810586751,2.14540483799099,1.63271415754207,0.877296011658997
"O35864",6.68991015634961,7.52812453035825,6.27943234717017,7.64980943464294,8.1161158718802,11.0502059440959,7.24883735039684,9.38378939411557,9.31895790010568,5.05493897044566,NA,NA,2.25689266563475,NA,1.21513037488596,NA,2.01214666518681,NA,1.25840062837827,1.20854354357986,1.74499014065286,1.50202807901963,1.21221285798587,2.36007424211235,2.82874081557513,2.97623611126824,2.30529331506305,2.46663451710421,2.91417049459263,3.85950122451586,3.35069866707867,2.72875638487997,1.6323985597223,1.99147638363954
"O35874",13.3902709797761,17.5068120009878,12.4086224021962,14.4265876680309,13.9938765456971,19.339098658462,12.1028914175521,20.8788474949862,9.88360357915242,11.0778230834823,NA,NA,0.374786484707367,NA,NA,NA,NA,NA,1.25237017952498,NA,NA,NA,0.613065073829905,1.57986118059581,3.0130314195657,1.25737018077374,0.285652194009279,0.284700691047319,0.133714662853951,0.738440107123735,0.0693147180559945,NA,2.567638290792,NA
"O35887",6.90826880207067,9.68723380605737,8.70997516381458,5.33174060998857,10.4989326058268,14.6640957311138,8.3135439860384,12.1232403280369,8.06259932580872,5.83169929052171,2.59015600524088,1.32698577893634,1.94921200365338,2.33445674196081,1.95927447454614,3.74228331773359,2.11373579084684,1.88298051244263,2.129826727957,2.28315891301108,2.56272661343623,2.61370016941097,1.42787670080872,3.21195801903757,2.55752530694692,1.72721379340935,2.64135282042655,2.57722923331191,2.49408881073863,3.60339107976155,2.29631583887836,3.92023765787994,1.70607437548187,0.925834583609783
"O35892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667581543977256,0.117113763569545,0.780768616870795,NA,0.614993516120108,0.182746812162214,NA,0.141658780356422,0.577720731995265,1.09267585723561,1.33020977426671,2.11280590642737,1.44901757801371,2.6462730286118,NA,2.08285464919343,NA,1.17150719454217,NA,NA,NA,NA,NA,NA
"O35900",6.93801527145362,8.26721176238799,8.85922036805258,5.32310350935747,8.64587168788189,10.3249479277107,6.99020064309592,14.8666704531513,6.30542039166724,12.0024140929959,5.73779917441606,4.3065176664839,7.22677871407496,3.40804103649879,2.25357893060239,NA,4.69281098467289,4.35968978749505,1.67005694484904,2.09987449923739,3.03649238271815,3.5139241362929,2.37688224931932,4.15384700086158,NA,5.13669921552546,NA,1.71425538088016,1.9816359419311,NA,2.73077996997873,NA,7.25970628749768,NA
"O35902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35904",2.80903319909952,NA,6.27314799511788,1.41619599281633,2.48868491548059,NA,0.299750853426383,NA,NA,NA,2.7403811246307,NA,1.54008521577742,0.750608099888544,0.524167165318966,NA,1.83395256602224,1.99862700014569,1.49938534408499,1.14696585061075,1.86837867096539,3.57285797400642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35926",1.64297582506315,NA,0.830550767261329,0.938509169219614,NA,3.01632518934278,0.948126021625279,1.59867920761902,21.7984585434118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35927",3.27780258908518,3.84241801221133,3.94925050056102,4.29647994261481,3.37513987753147,4.56144614131967,4.12395865796116,5.28682587557097,4.26293647628255,2.7615632198286,NA,NA,NA,NA,NA,NA,NA,4.19013210592288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69078942390644,2.18365580534489,NA,1.92012574487353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35930",NA,3.67671068465869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687674928675226,1.47900161179917,2.98475089676825,1.62419251055298,1.12241638398328,1.38478268947296,NA,4.59844848364945,NA,3.61149954089785,NA,NA,NA,4.84789042972556,4.43095463177126,2.64446285235454
"O35943",11.8603993613787,13.2541123048698,11.5975760931801,9.57883727164335,12.2447078903683,23.00838247745,12.7816549126085,12.5815636879913,7.58921249866066,8.26918083139165,0.970862773509824,0.966231069914025,0.882711985830676,0.801702616813703,4.15472393564878,NA,2.80539759672915,3.36142463301369,0.721918251614925,1.53226386854734,16.1254485220471,110.128867719007,4.51101555206379,1.46493023828598,5.05491582168363,4.28870542078926,3.17898847965807,3.62431765766086,4.31618511918886,4.64414799851337,1.90296943802406,4.03495292899022,2.58003519050537,3.32168419787067
"O35945",2.59915968707703,NA,2.45065000298754,2.71611120128035,NA,NA,3.39053055919361,3.65961251432118,NA,NA,1.95794171141676,NA,1.35736337076665,NA,1.6620036503694,NA,1.50277167236921,NA,0.595746027171944,NA,2.65907226845314,2.29264425664525,NA,NA,3.36323912917658,3.0130828227233,3.08145748378855,3.11141743411851,3.11052579877467,4.01780996216971,3.43043754082339,4.07055561553443,2.21921949915342,2.07648716209978
"O35954",4.46379494157644,5.25817369392749,4.94592569070345,5.47674865760378,5.19977729955691,7.773627696964,4.94663083184313,6.68036555980562,3.65404240663427,2.62245841342305,NA,1.31533785940024,1.54402136743422,NA,0.650979278786986,NA,1.94384516673273,1.70407934696008,0.955198481047195,1.75481365548657,3.27968241414869,4.34028783054806,1.78841767973645,3.64170582801826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35955",NA,NA,NA,1.38399394110777,NA,NA,NA,1.3495613409197,NA,NA,0.833483527355248,0.177961182201826,NA,0.410057311526372,0.521839631342907,1.21003535333605,NA,NA,0.72392248066877,0.898283304801553,1.4486768560542,2.19572859150404,0.368335172630914,1.55306647662138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35963",4.59028019227163,4.96123841037294,4.31282493725774,5.72172078877905,6.20678960789015,7.76515710159863,4.6543249540112,6.44441931499006,3.51936413555239,3.20284306433916,NA,NA,1.07160663865394,NA,0.798013791198942,NA,1.80166574976732,NA,0.418935712326147,0.709943515499387,1.99597785312072,2.31999512546917,3.82255271510636,1.6142678498084,1.04052991640804,2.6755248859566,1.59634212364618,1.48682503183518,1.40784693664023,1.98830880678337,0.78071667301456,2.18417830736472,1.48307214668716,1.89849053012965
"O35969",4.91963358040373,4.84606948915301,3.03825928980667,7.1125761703676,3.37300868587822,5.64724778722644,3.86519755788189,3.14796648517704,NA,2.37727881104808,NA,NA,1.0358500728588,NA,NA,NA,1.39108666280421,NA,0.846262282510006,1.36134637450393,2.62615562664566,2.71077783404418,2.25035913821989,1.53150485640484,2.41522591208765,1.08590923074209,1.66165705187472,1.42813673864141,2.66417524669805,2.47755226709105,1.57045838195569,1.36451989515043,NA,1.48781782626437
"O35973",24.5045698578562,92.006449137981,4.03731986820049,1.28497437016725,0.368155004696593,2.77809109779729,NA,0.642283189336459,NA,2.4338438839499,NA,0.0693147180559945,NA,NA,NA,NA,2.43826728202765,NA,NA,0.953937081558585,2.04357609545793,2.00801251224807,3.14792416950168,2.07908979771386,12.7911558303016,NA,NA,1.56790751037843,0.429182924097459,2.32546301518853,1.48608625139303,0.0693147180559945,NA,1.01082789324587
"O35980",0.466543480117923,NA,3.69907071325965,2.97590689601575,NA,NA,1.65116278644783,NA,NA,3.38146256838731,NA,NA,NA,NA,NA,NA,2.49729406350711,NA,1.54544876244589,0.658214175397917,3.70792215705353,1.78048390453844,NA,3.79420972904357,NA,NA,NA,NA,1.89141701814417,6.38433136107442,NA,NA,NA,NA
"O35984",NA,NA,2.93364558257429,NA,NA,NA,1.32816401111065,1.09041879434401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O35988",3.51105265172332,2.84694443987643,1.80928220297926,0.208431911956569,2.42620808676972,5.91371054350641,4.26717115027121,3.04688482597362,12.4877550328412,9.96774950236332,6.24471085999398,4.16003822363957,0.786024938231916,NA,NA,NA,NA,3.58861410003236,1.88036200336964,NA,NA,NA,NA,NA,NA,NA,0.0693147180559945,0.394880621714953,NA,1.38471843563352,2.43088050528752,1.14134992488843,NA,NA
"O54692",4.67893091401103,5.12362935851437,4.68344830684742,5.33898494725556,6.33449939544321,9.98264741653358,5.2685290010208,8.27676251569661,9.08908361758962,3.33318880383476,2.11432354029503,2.44827954895608,1.65813844858791,1.66950758861659,1.65659242928996,NA,1.53735536699156,0.285375032100167,1.11869005987427,1.01199102362763,1.26519727154212,1.88162646779994,1.67377698223639,1.89906234846351,5.06358266625701,4.54306929710801,4.87514276096538,4.96867425483977,4.92611281230722,5.54076155896534,4.39045051150289,5.53618766779656,3.27163447444209,3.09032169456845
"O54724",6.40863370393737,6.81514843822623,5.70767378849283,4.73628654154809,4.9425472379905,5.72840818860149,3.20172284785234,4.92253287618466,6.15438171891365,3.01709292961506,8.04185056883427,9.11367222806844,6.56506691812664,3.94400361487342,12.6043917521018,4.51227284645415,6.93619207250353,10.8602301097408,1.98405349693672,0.838201706984894,4.41049247902159,7.45315867602347,3.49168826625333,4.29534397527346,9.95236240849424,8.41129126272285,6.37813573341105,6.26538698701728,8.11148407209438,11.5045772585927,7.57409667776715,8.52469770437284,8.64999105757303,6.21473138077619
"O54734",8.17384371613415,8.03920856053128,7.42182027854863,7.46996828240253,8.62846544952202,11.6395265217539,8.47644918151975,9.11509171673528,7.33561204740262,6.01500928722081,2.29899165526342,1.63258336254477,3.01557077354842,1.62006895905503,1.60797563601585,NA,2.76792154952928,1.32791525879344,1.61007419728958,1.5482317556512,3.02276359855101,3.44093047919538,2.30854797757875,2.25482046783778,21.3200575043729,21.8158721543072,19.6485548485103,22.4461858767777,24.5408547023733,37.5341635700272,22.530578659966,28.6374890050274,20.5623561346818,16.0468787463493
"O54750",2.12361647582995,1.90291192747216,1.57705435785136,3.6812490766823,2.1015529214646,2.72925091925656,1.25519945488338,2.53201348804459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895404187761225,0.515456100190389,NA,NA,0.829752877551707,0.161325216988518,NA,NA
"O54754",5.62921598656483,NA,9.85070062257119,2.53015178713635,NA,8.24660947295864,3.94300954264385,NA,NA,5.94768155279669,2.23295853145714,0.198506649051056,2.46572355955268,0.32443709280474,0.610101653231209,NA,NA,2.76463021946758,NA,NA,NA,NA,NA,NA,NA,3.59694653456891,NA,NA,NA,NA,NA,NA,NA,NA
"O54774",4.11806712156702,5.37826850165469,5.31245739266776,7.08478689546051,6.17518988023226,8.37681359854315,5.41729726075921,7.71473965461999,5.07927582456705,2.91937387612451,1.01390784291204,NA,1.2142059937008,0.664884166215223,0.809510990276988,NA,2.23915355114531,NA,0.0693147180559945,0.30206210818543,1.84197113818585,2.0351225134187,1.17755128189897,1.94136689902337,NA,1.37887233982563,0.842155270056168,0.982939292359846,0.989762118079459,1.57107480441328,0.800696757633756,1.22817357596214,NA,0.442454324041822
"O54781",1.20462694517655,2.15929222925659,2.22556534323572,3.18343641888344,2.56861490511151,4.89946467962493,2.55847433560046,3.4595718049798,3.42485250652581,1.53897925142543,2.81439691778515,NA,0.912912947998342,NA,NA,NA,NA,3.56937595533129,0.838675074740548,0.726099074610267,2.19346192060112,2.32774862784312,1.93681099107431,1.68241211749793,NA,1.22898981818865,NA,NA,NA,2.48511347291235,NA,NA,NA,0.186775644403263
"O54782",NA,NA,1.64538320137175,1.66252622787745,1.54847661364147,2.47764961343924,NA,0.622625687408149,NA,3.03654227417515,NA,NA,1.14865089630481,0.698981755620926,0.647304120667853,NA,0.90068837395915,NA,0.959882212007524,1.41071250596017,1.98481090314687,2.58846079998992,1.6199984068253,2.21697948494303,0.526233848192102,2.95023397738518,2.50881631033822,1.25684744135252,1.60794660114074,2.73847693312338,2.00182802391161,2.17674643619401,2.17062383304278,2.25972530962053
"O54784",2.35061726003433,7.13107868982021,2.37643720409972,2.58886206617901,2.96650364157632,4.5193923118254,1.76759937473317,3.63512754771299,NA,NA,NA,0.496510763308258,1.04851566689605,NA,NA,0.794565794684669,1.95605536902549,NA,NA,1.0273370358726,2.79133051958296,2.44362883082517,1.66702911357407,4.58524659638696,7.13086958946335,NA,2.26159504832385,0.985135628524221,2.54388705518378,NA,NA,1.11053512039945,2.54195785272868,3.3026592434065
"O54785",NA,NA,1.10538308310002,1.1594146665001,2.00027872900975,1.22970816031747,0.895168535467906,1.50510745404173,NA,NA,0.898342883285202,NA,0.47291736525186,NA,2.74480066809214,0.34637131433972,NA,1.45591312944511,NA,0.216246642420621,2.6366319803972,4.901660331356,1.19331380865282,NA,NA,2.51881253893378,NA,0.0693147180559945,2.696130781435,NA,1.45832772466541,NA,NA,NA
"O54786",3.02622769827113,2.50034771583371,6.02836894961334,2.56999621837014,NA,NA,2.55326469530447,NA,NA,NA,4.959035944687,3.62739589357141,2.4836681144645,2.19926504917634,2.38836533548872,3.41531801662456,2.19348451966473,2.85586446339577,1.63556681964302,3.14433269593321,2.31091944917884,4.35252427445959,3.05461834648647,4.58514909761202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O54788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2464130144549,2.41954526088457,2.4596838867758,2.88346350422075,2.02655045381775,5.15428553801737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O54790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78269465140433,2.23305587877513,NA,0.125005359127216,1.63803496928509,0.172416379350666,NA,1.98387591864325,0.879557881345252,1.59586889551987,3.21379119617515,1.53048124980875,1.32493666746797,1.2805631352981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O54791",NA,NA,NA,0.467247685008025,NA,3.47439705395292,1.468047384927,NA,NA,NA,NA,NA,0.789581328100807,NA,NA,NA,NA,NA,NA,1.17247653903732,NA,3.42326563695907,1.90226956222018,2.44089800076027,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78341562638123
"O54799",4.14133645527464,1.99820143535088,3.90226777588401,3.6720478742884,6.46273552569617,4.64721240592294,4.00934645326287,8.49556008929601,NA,3.64997860633941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O54804",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36730770756486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64977127669304,NA,1.70551318589126,0.818073933700254,0.892260675930313,1.53888897980151,0.347553929313134,0.836478574783884,NA,NA
"O54818",4.08176192652167,2.06074368675,2.66938056562934,2.02570095903864,2.0307658681187,5.117409252408,2.75683417844372,4.3044271787317,7.81580594895327,3.71274678687915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49417920258117,1.7286388081083,NA,0.91435790916443,0.0751622751270166,1.88066080886919,NA,NA,NA,NA
